question,answer_llm,answer_orig,document
"Do we get an Excel sheet with the review assignments, and what will it include?","('Yes. After the submission deadline passes, an Excel sheet will be shared with the review assignments, and it will include **3 projects assigned to each participant**.', 0)","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, so why am I not seeing anything to review yet?","('Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you won’t see any until the review list has been released.', 0)","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When do the projects for evaluation get assigned after the submission deadline ends?,"('After the submission deadline has passed, an Excel sheet will be shared and 3 projects will be assigned to each participant.', 0)","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to review, or is that decided for me?","('You can’t choose them yourself. After the project submission deadline passes, projects are assigned to you for evaluation, and you can only review the ones on the released list.', 0)","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there any way to start reviewing submissions before the project list is released?,"('No. You can’t review before the project list has been released. Once the submission deadline has passed, projects will be assigned to you for evaluation.', 0)","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, but I still can't review others — is that normal?","('Yes, that’s normal. You can only review projects after the submission deadline has passed and the peer-review list has been released. At that point, projects are assigned to you automatically — you can’t choose which ones to evaluate.', 0)","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone project?,"('Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.', 0)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,"('Yes — check the LLM Zoomcamp capstone project ideas page on GitHub:\n\nhttps://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md\n\nIt includes several dataset options, example project ideas, and guidance/tips for the capstone project.', 0)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best link to check for capstone project inspiration and data sources?,"('Please check this GitHub page for project ideas and datasets:\n\nhttps://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md', 0)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?","('Yes — check this GitHub page: [https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md). It includes several project ideas, datasets, and some tips and guidelines.', 0)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on picking a project — where can I find suggestions and usable datasets?,"('Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.', 0)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","('No. A simple Python script that ingests and indexes your data is enough for full points on the **ingestion pipeline** criterion.\n\nYou do **not** need Airflow, Mage, or Kestra unless an orchestrator genuinely fits your project — for example, if you have recurring ingestion from a feed that updates daily. Don’t add one just to satisfy the criterion.\n\nA Jupyter notebook with the same steps is acceptable too, but it’s worth **1 point instead of 2**.', 0)","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?","('No. A Jupyter notebook with the ingestion and indexing steps is worth **1 point**, not the full **2 points** for the ingestion pipeline criterion. A plain Python script gets full points.', 0)","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,"('Use an orchestrator only when it actually fits the project itself — for example, if you have a feed or source that needs recurring ingestion every day.\n\nIf your capstone is just a one-time ingest-and-index pipeline, plain Python is enough. Don’t add Airflow/Mage/Kestra just to satisfy a criterion.', 0)","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,"('Yes. You can still get full points for the **ingestion pipeline** criterion with a plain Python script that ingests and indexes your data.\n\nYou do **not** need a workflow/orchestration tool like Airflow, Mage, or Kestra unless it actually makes sense for your project. A Jupyter notebook with the same steps is enough for **1 point instead of 2**.', 0)","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?","('Yes — **avoid adding an orchestration tool just for grading**.\n\nFor the capstone, a **plain Python script** that ingests and indexes your data is already enough for full points on the ingestion pipeline criterion. Use an orchestrator like Airflow, Mage, or Kestra **only if it genuinely fits your project**, for example if your data is **updated regularly** and you need recurring ingestion.\n\nSo the rule of thumb is:\n\n- **Static / one-time data**: Python script is enough\n- **Regularly updated data feed**: orchestration tool can make sense\n- **Just for scoring**: don’t add it unnecessarily\n\n', 0)","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,"('You can evaluate it with two complementary methods:\n\n1. **Synthetic ground truth**\n   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.\n   - Then run those queries through your retriever and measure **hit rate**, **MRR**, or **NDCG**.\n\n2. **LLM-as-a-judge**\n   - Sample queries, run the full RAG/recommender pipeline, and have an LLM score the outputs using a fixed rubric, for example **1–5 relevance/usefulness**.\n\nFor recommender-style ranking problems, **NDCG** is often a better metric than hit rate, because it rewards good items appearing higher in the ranked list, not just the top one.\n\n', 0)","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,"('Yes. A good approach is to create **synthetic ground-truth queries**:\n\n- For each item in your dataset, prompt an LLM with that item’s description.\n- Ask it to generate about **5 user queries** that should retrieve that item as the top result.\n- Run those queries through your retriever and measure **hit rate, MRR, or NDCG**.\n\nFor ranking-style retrieval problems, **NDCG** is often a better fit than hit rate because it rewards getting good items near the top, not just the first one.', 0)","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?","('For a ranking-style RAG system, use all three if you can, but **NDCG is often the best primary metric**.\n\n- **Hit rate**: simple, checks whether the right item appears in the top *k*.\n- **MRR**: good if you care mostly about the rank of the first relevant result.\n- **NDCG**: usually best for ranking-style problems because it rewards relevant items being ranked higher, not just being present.\n\nFrom the course context: **NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers**.\n\nSo a practical choice is:\n- **Primary metric:** NDCG\n- **Supporting metrics:** hit rate and MRR\n\n', 0)","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,"('Use an LLM in two ways:\n\n1. **Synthetic ground truth for retrieval**\n   - For each item in your dataset, give the LLM the item’s description and ask it to generate about 5 user queries that should retrieve that item as the top result.\n   - Run those queries through your retrieval pipeline and measure **hit rate, MRR, or NDCG**.\n   - **NDCG** is often better for ranking-style problems because it rewards putting good items near the top, not just getting the first result right.\n\n2. **LLM-as-a-judge for end-to-end quality**\n   - Sample queries, run the full RAG pipeline, and then ask an LLM to rate the output using a fixed rubric.\n   - For example: score **relevance/usefulness on a 1–5 scale**, with criteria you define in the prompt.\n\nIf you want, I can also help you draft a judge prompt rubric.', 0)","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?","('NDCG is better because it rewards **ranking quality**, not just whether the very first item is right.\n\nFor recommenders where **multiple items can all be acceptable**, a top-1 check is too strict and throws away useful information:\n\n- If the correct item is at rank 1, great.\n- But if a still-good item is at rank 2 or 3, top-1 says “wrong,” even though the result is still useful.\n\nNDCG handles this by:\n- giving **higher scores to relevant items that appear earlier** in the list,\n- still giving **partial credit** when relevant items are lower-ranked,\n- working well when there are **several acceptable answers**.\n\nSo for ranking-style recommenders, NDCG reflects the quality of the whole ordered list much better than just checking whether the top result is correct.', 0)","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a big PDF corpus without overthinking it at first?,"('Don’t try to find the perfect chunker upfront — iterate.\n\nA good way to start is:\n\n- **Use fixed-size chunks** of about **1000 tokens**\n- Add **some overlap** between chunks\n- Run a **small ground-truth evaluation**\n- Then improve from there\n\nFor long, structured PDFs, you can later try:\n\n- **LLM-based logical section splitting**\n- Adding a **short summary per chunk**\n- **Hybrid search** like **BM25 + dense retrieval** if exact wording matters\n\nAlso, if the PDF text is messy, first convert it to clean markdown or structured text before chunking.\n\nThe main goal is not a “perfect” chunker in theory, but better retrieval results in practice.', 0)","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,"('Start simple with fixed-size chunks, then evaluate. The course recommendation is to iterate rather than try to find the perfect chunker upfront.\n\nA good workflow is:\n- use fixed-size chunking first, around 1000 tokens with some overlap\n- run a small ground-truth eval\n- if needed, try smarter chunking by asking an LLM to split documents into logical sections\n- re-run the eval and compare hit rate / MRR\n\nSo: fixed-size chunks are the best starting point; LLM-based section splitting is something to try later if it improves retrieval.', 0)","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?","('I don’t know.', 0)","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?","('For long, structured documents like legal or financial PDFs, **yes — hybrid search (BM25 + dense embeddings) is often better than using only embeddings**.\n\nWhy:\n- **BM25** helps preserve **exact wording** and keyword matches.\n- **Dense search** helps with **semantic similarity**.\n- Combining them reduces the chance that important legal/financial terms get blurred during semantic matching.\n\nThe course recommendation is to **prefer hybrid search for these document types** and then **evaluate iteratively** on your ground-truth set to see if hit rate / MRR improves.', 0)","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What are good tools to turn PDFs into cleaner markdown before I chunk them?,"('Good tools for turning PDFs into cleaner markdown before chunking are:\n\n- **`pymupdf4llm`** — fast and decent quality.\n- **Docling** — slower, but higher quality especially for **tables and figures**.\n- **GROBID** — best suited for **academic papers**; it extracts structure like sections and references.\n\nA good approach is to convert PDFs to cleaner markdown first, then chunk the text and evaluate retrieval quality after each change.', 0)","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What does reproducibility mean for the project review?,"('Reproducibility means a reviewer should be able to clone your repo and recreate the system from scratch by following your README, using their own credentials.\n\nSo, no — reviewers do **not** need your API keys. Don’t put API keys or hosted-service credentials in the repo.\n\nInclude things like:\n- a script or notebook to ingest the dataset and rebuild the search index locally\n- a `.env.example` with variable names only, and `.env` in `.gitignore`\n- cheap models/services so reviewers don’t burn credits\n- pinned dependency versions and the Python version you used\n\n', 0)","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,"('No. Never put API keys or hosted-service credentials in your repo.\n\nFor reproducibility, the reviewer should be able to clone your repo and follow your README to recreate the system from scratch using their own credentials.\n\nUse:\n\n- a `.env.example` with variable names only, no secret values\n- a `.gitignore` entry for `.env`\n- a script or notebook to rebuild the dataset/search index locally\n- pinned dependency versions and documented Python version\n- a cheap model/provider so the reviewer doesn’t burn credits\n\n', 0)","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from the dataset on their own machine?,"('Provide a script or notebook that ingests the dataset and rebuilds the search index locally on the user’s machine. In the repo, include a `.env.example` with variable names only, and keep real `.env` files and API keys out of version control.\n\nFor reproducibility, the person should be able to:\n\n- clone the repo,\n- create their own `.env` with their own credentials,\n- run the provided script/notebook,\n- and regenerate the index from scratch.\n\nAlso pin dependency versions and document the required Python version.', 0)","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should go into a .env.example file, and should .env be committed?","('A `.env.example` file should contain **only the variable names**, with **no secret values**. For example:\n\n```bash\nOPENAI_API_KEY=\nGROQ_API_KEY=\nGEMINI_API_KEY=\n```\n\nThen each person copies it to `.env` and fills in their own keys.\n\nAnd **no, `.env` should not be committed**. Add it to `.gitignore`:\n\n```gitignore\n.env\n```\n\nIn short:\n- `.env.example` = template with names only\n- `.env` = real secrets, keep local only\n- never commit `.env` to GitHub', 0)","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?","('To make the project easier and cheaper for reviewers:\n\n- Use a cheap model, like `gpt-4o-mini` or Groq, so they don’t burn credits.\n- Pin dependency versions in `requirements.txt` or a lock file like `pyproject.toml`.\n- Document the Python version, and Docker version if you use Docker.\n- Provide a script or notebook that can ingest the dataset and rebuild the search index locally.\n- Include a `.env.example` with variable names only, no secrets.\n- Tell reviewers to create their own `.env` with their own API keys.\n- Keep `.env` in `.gitignore`.\n\nIn general, reproducibility means a reviewer can clone the repo, follow the README, and recreate the system from scratch with their own credentials.', 0)","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I reuse the workshop content in my own capstone project, or is it only for the class?","('Yes — you can reuse the workshop content in your own capstone project. The workshop materials are open-source, and the context says you’re welcome to use them directly in your projects.', 0)","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?","('Yes — since dlt is open-source, you can use the workshop content in your own projects, including outside the workshop. The context even says you can use it for a capstone project or other Zoomcamp projects.', 0)","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?","('Yes — you can apply the workshop materials to other Zoomcamp projects, including the MLOps Zoomcamp project. Since dlt is open-source, it can be used for capstone projects and even for other Zoomcamps like MLOps.', 0)","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay if I share the workshop resources with other people, or are they meant just for students?","('Yes — the workshop materials are meant to be usable in your own projects, and you can share them too. Since dlt is open-source, you can use the workshop content for a capstone or other projects, and even adapt it for things like the MLOps Zoomcamp project.', 0)","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?","('Yes — since dlt is open-source, you can just use it directly in your own projects. No special permission is needed.', 0)","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I start a new dlt project for loading data from cloud storage?,"('Start with:\n\n```bash\ndlt init filesystem duckdb\n```\n\nMore directions are available at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem).', 0)","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,"('`dlt init filesystem duckdb`', 0)","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?","('Run:\n\n```bash\ndlt init filesystem duckdb\n```', 0)","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How can I create a fresh dlt setup for a filesystem source?,"('Use:\n\n```bash\ndlt init filesystem duckdb\n```\n\nThen follow the filesystem tutorial at [dlthub.com/docs/tutorial/filesystem](https://dlthub.com/docs/tutorial/filesystem).', 0)","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick init command for a dlt project using filesystem plus DuckDB?,"('Yes — the quick init command is:\n\n```bash\ndlt init filesystem duckdb\n```\n\n', 0)","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?","('Because not all instances of `""employee_handbook""` were changed to `""homework""` in your pipeline settings. The table name you’re trying to open doesn’t match the table that was actually created.\n\nAlso, you can check the available tables with:\n\n```python\ndb.table_names()\n```\n\nThen open the correct one.', 0)","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?","('You’re probably only changing the table name in one place. The pipeline settings still have the old name.\n\nMake sure you replaced **all** instances of `employee_handbook` with `homework`, not just the `db.open_table(...)` line.', 0)","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
